ID,Activities,TUCASEID,Info,Coord,Coord2
2080,ST,602,2,4,1
2081,PD,602,2,4,1
2082,PC,602,2,4,1
2083,ST,602,2,4,1
2084,PD,602,2,4,1
2085,ST,602,2,4,1
2086,PC,602,2,4,1
2087,PC,602,2,4,1
2088,ST,602,2,4,1
2089,PD,602,2,4,1
2090,PC,602,2,4,1
2091,ST,602,2,4,1
2092,PC,602,2,4,1
2093,ST,602,2,4,1
2094,ST,602,2,4,1
2095,ST,602,2,4,1
2096,PD,602,2,4,1
2097,ST,602,2,4,1
2098,PC,602,2,4,1
2099,ST,602,2,4,1
2100,ST,602,2,4,1
2101,ST,602,2,4,1
2102,PD,602,2,4,1
2103,ST,602,2,4,1
2104,ST,602,2,4,1
2105,PD,602,2,4,1
2106,PC,602,2,4,1
2107,PD,602,2,4,1
2108,ST,602,2,4,1
2109,PD,602,2,4,1
2110,PD,602,2,4,1
2111,ST,602,2,4,1
2112,PD,602,2,4,1
2113,PC,602,2,4,1
2114,PD,602,2,4,1
2115,PC,602,2,4,1
2116,ST,602,2,4,1
2117,ST,602,2,4,1
2118,PD,602,2,4,1
2119,PD,602,2,4,1
2120,PD,602,2,4,1
2121,PC,602,2,4,1
2122,PD,602,2,4,1
2123,ST,602,2,4,1
2124,PD,602,2,4,1
2125,ST,602,2,4,1
2126,PD,602,2,4,1
2127,PD,602,2,4,1
2128,ST,602,2,4,1
2129,PD,602,2,4,1
2130,PD,602,2,4,1
2131,ST,602,2,4,1
2132,PD,602,2,4,1
2133,ST,602,2,4,1
2134,PC,602,2,4,1
2135,PC,602,2,4,1
2136,PD,602,2,4,1
2137,ST,602,2,4,1
2138,PC,602,2,4,1
2139,PD,602,2,4,1
2140,ST,602,2,4,1
2141,PD,602,2,4,1
2142,ST,602,2,4,1
2143,PD,602,2,4,1
2144,PC,602,2,4,1
2145,PD,602,2,4,1
2146,ST,602,2,4,1
2147,PD,602,2,4,1
2148,PD,602,2,4,1
2149,PC,602,2,4,1
2150,PD,602,2,4,1
2151,ST,602,2,4,1
2152,PD,602,2,4,1
2153,PD,602,2,4,1
2154,ST,602,2,4,1
2155,ST,602,2,4,1
2156,PC,602,2,4,1
2157,PD,602,2,4,1
2158,ST,602,2,4,1
2159,PC,602,2,4,1
2160,PD,602,2,4,1
2161,ST,632,1,2.75,0
2162,ST,632,1,2.75,0
2163,PD,632,1,2.75,0
2164,ST,632,1,2.75,0
2165,PD,632,1,2.75,0
2166,PC,632,1,2.75,0
2167,PD,632,1,2.75,0
2168,ST,632,1,2.75,0
2169,ST,632,1,2.75,0
2170,ST,632,1,2.75,0
2171,PC,632,1,2.75,0
2172,ST,632,1,2.75,0
2173,PD,632,1,2.75,0
2174,ST,632,1,2.75,0
2175,PD,632,1,2.75,0
2176,PC,632,1,2.75,0
2177,ST,632,1,2.75,0
2178,PD,632,1,2.75,0
2179,PC,632,1,2.75,0
2180,ST,632,1,2.75,0
2181,ST,632,1,2.75,0
2182,ST,632,1,2.75,0
2183,ST,632,1,2.75,0
2184,ST,632,1,2.75,0
2185,ST,632,1,2.75,0
2186,ST,632,1,2.75,0
2187,ST,632,1,2.75,0
2188,PC,632,1,2.75,0
2189,PD,632,1,2.75,0
2190,ST,632,1,2.75,0
2191,ST,632,1,2.75,0
2192,PD,632,1,2.75,0
2193,ST,632,1,2.75,0
2194,PD,632,1,2.75,0
2195,PC,632,1,2.75,0
2196,PD,632,1,2.75,0
2197,ST,632,1,2.75,0
2198,PC,632,1,2.75,0
2199,ST,632,1,2.75,0
2200,PD,632,1,2.75,0
2201,ST,632,1,2.75,0
2202,ST,632,1,2.75,0
2203,PC,632,1,2.75,0
2204,ST,632,1,2.75,0
2205,PD,632,1,2.75,0
2206,PD,632,1,2.75,0
2207,PD,632,1,2.75,0
2208,ST,632,1,2.75,0
2209,PD,632,1,2.75,0
2210,PD,632,1,2.75,0
2211,PD,632,1,2.75,0
2212,PC,632,1,2.75,0
2213,PD,632,1,2.75,0
2214,PD,632,1,2.75,0
2215,PD,632,1,2.75,0
2216,ST,632,1,2.75,0
2217,PC,632,1,2.75,0
2218,ST,632,1,2.75,0
2219,PD,632,1,2.75,0
2220,ST,632,1,2.75,0
2221,ST,632,1,2.75,0
2222,ST,632,1,2.75,0
2223,ST,632,1,2.75,0
2224,PC,632,1,2.75,0
2225,PD,632,1,2.75,0
2226,PC,632,1,2.75,0
2227,PC,632,1,2.75,0
2228,ST,632,1,2.75,0
2229,PC,632,1,2.75,0
2230,ST,632,1,2.75,0
2231,PD,632,1,2.75,0
2232,ST,632,1,2.75,0
2233,ST,632,1,2.75,0
2234,PC,632,1,2.75,0
2235,PC,632,1,2.75,0
2236,ST,632,1,2.75,0
2237,ST,632,1,2.75,0
2238,ST,632,1,2.75,0
2239,ST,632,1,2.75,0
2240,ST,632,1,2.75,0
2241,ST,632,1,2.75,0
2242,ST,632,1,2.75,0
2243,PD,632,1,2.75,0
2244,ST,632,1,2.75,0
2245,ST,632,1,2.75,0
2246,PC,632,1,2.75,0
2247,ST,632,1,2.75,0
2248,PC,632,1,2.75,0
2249,PC,632,1,2.75,0
2250,PD,632,1,2.75,0
2251,ST,632,1,2.75,0
2252,ST,632,1,2.75,0
2253,ST,632,1,2.75,0
2254,PC,632,1,2.75,0
2255,ST,632,1,2.75,0
2256,ST,632,1,2.75,0
2257,PD,632,1,2.75,0
2258,PC,632,1,2.75,0
2259,PC,632,1,2.75,0
2260,PD,632,1,2.75,0
2261,PC,632,1,2.75,0
2262,ST,632,1,2.75,0
2263,ST,632,1,2.75,0
2264,PD,632,1,2.75,0
2265,ST,632,1,2.75,0
2266,ST,632,1,2.75,0
2267,PD,632,1,2.75,0
2268,PC,632,1,2.75,0
2269,ST,632,1,2.75,0
2270,ST,632,1,2.75,0
2271,ST,632,1,2.75,0
2272,ST,632,1,2.75,0
2273,ST,632,1,2.75,0
2274,ST,632,1,2.75,0
2275,PD,632,1,2.75,0
2276,PC,632,1,2.75,0
2277,ST,632,1,2.75,0
2278,ST,632,1,2.75,0
2279,ST,632,1,2.75,0
2280,PC,632,1,2.75,0
2281,ST,632,1,2.75,0
2282,ST,632,1,2.75,0
2283,ST,632,1,2.75,0
2284,ST,632,1,2.75,0
2285,ST,632,1,2.75,0
2286,ST,632,1,2.75,0
2287,ST,632,1,2.75,0
2288,PC,632,1,2.75,0
2289,PD,632,1,2.75,0
2290,PC,632,1,2.75,0
2291,PC,632,1,2.75,0
2292,PD,632,1,2.75,0
2293,PC,632,1,2.75,0
2294,PC,632,1,2.75,0
2295,PD,632,1,2.75,0
2296,ST,632,1,2.75,0
2297,ST,632,1,2.75,0
2298,ST,632,1,2.75,0
2299,ST,632,1,2.75,0
2300,PD,632,1,2.75,0
2301,ST,632,1,2.75,0
2302,PC,632,1,2.75,0
2303,PD,632,1,2.75,0
2304,ST,632,1,2.75,0
2305,PC,632,1,2.75,0
2306,PD,632,1,2.75,0
2307,PD,632,1,2.75,0
2308,PC,632,1,2.75,0
2309,PC,632,1,2.75,0
2310,PD,632,1,2.75,0
2311,PD,632,1,2.75,0
2312,PD,632,1,2.75,0
2313,PD,632,1,2.75,0
2314,PC,632,1,2.75,0
2315,PD,632,1,2.75,0
2316,PC,632,1,2.75,0
2317,PD,632,1,2.75,0
2318,PD,632,1,2.75,0
2319,ST,632,1,2.75,0
2320,PD,632,1,2.75,0
2321,ST,632,1,2.75,0
2322,ST,632,1,2.75,0
2323,ST,632,1,2.75,0
2324,ST,632,1,2.75,0
2325,ST,632,1,2.75,0
2326,PD,632,1,2.75,0
2327,ST,632,1,2.75,0
2328,ST,632,1,2.75,0
2329,ST,632,1,2.75,0
2330,ST,632,1,2.75,0
2331,ST,632,1,2.75,0
2332,PC,632,1,2.75,0
2333,PC,632,1,2.75,0
2334,ST,632,1,2.75,0
2335,ST,632,1,2.75,0
2336,PD,632,1,2.75,0
2337,PC,632,1,2.75,0
2338,PC,632,1,2.75,0
2339,ST,632,1,2.75,0
2340,ST,632,1,2.75,0
2341,PD,632,1,2.75,0
2342,ST,632,1,2.75,0
2343,ST,632,1,2.75,0
2344,ST,632,1,2.75,0
2345,ST,632,1,2.75,0
2346,PD,632,1,2.75,0
2347,ST,632,1,2.75,0
2348,ST,632,1,2.75,0
2349,PC,632,1,2.75,0
2350,PD,632,1,2.75,0
2351,ST,632,1,2.75,0
2352,ST,632,1,2.75,0
2353,PD,632,1,2.75,0
2354,ST,632,1,2.75,0
2355,PC,632,1,2.75,0
2356,ST,632,1,2.75,0
2357,PD,632,1,2.75,0
2358,ST,632,1,2.75,0
2359,PC,632,1,2.75,0
2360,ST,632,1,2.75,0
2361,PD,632,1,2.75,0
2362,PC,632,1,2.75,0
2363,PC,632,1,2.75,0
2364,ST,652,2,4.5,1
2365,ST,652,2,4.5,1
2366,PD,652,2,4.5,1
2367,PC,652,2,4.5,1
2368,PD,652,2,4.5,1
2369,PD,652,2,4.5,1
2370,PC,652,2,4.5,1
2371,PD,652,2,4.5,1
2372,PC,652,2,4.5,1
2373,PD,652,2,4.5,1
2374,ST,652,2,4.5,1
2375,ST,652,2,4.5,1
2376,ST,652,2,4.5,1
2377,ST,652,2,4.5,1
2378,PD,652,2,4.5,1
2379,PC,652,2,4.5,1
2380,ST,652,2,4.5,1
2381,ST,652,2,4.5,1
2382,PD,652,2,4.5,1
2383,PC,652,2,4.5,1
2384,PD,652,2,4.5,1
2385,ST,652,2,4.5,1
2386,ST,652,2,4.5,1
2387,ST,652,2,4.5,1
2388,PC,652,2,4.5,1
2389,PD,652,2,4.5,1
2390,PD,652,2,4.5,1
2391,ST,652,2,4.5,1
2392,ST,652,2,4.5,1
2393,PC,652,2,4.5,1
2394,ST,652,2,4.5,1
2395,PD,652,2,4.5,1
2396,PC,652,2,4.5,1
2397,ST,652,2,4.5,1
2398,ST,652,2,4.5,1
2399,PC,652,2,4.5,1
2400,PD,652,2,4.5,1
2401,ST,652,2,4.5,1
2402,PD,652,2,4.5,1
2403,PC,652,2,4.5,1
2404,PD,652,2,4.5,1
2405,ST,652,2,4.5,1
2406,ST,652,2,4.5,1
2407,PC,652,2,4.5,1
2408,PD,652,2,4.5,1
2409,PD,652,2,4.5,1
2410,PC,652,2,4.5,1
2411,PD,652,2,4.5,1
2412,PC,652,2,4.5,1
2413,PC,652,2,4.5,1
2414,PC,652,2,4.5,1
2415,ST,652,2,4.5,1
2416,PD,652,2,4.5,1
2417,PC,652,2,4.5,1
2418,PC,652,2,4.5,1
2419,PD,652,2,4.5,1
2420,ST,652,2,4.5,1
2421,ST,652,2,4.5,1
2422,ST,652,2,4.5,1
2423,PC,652,2,4.5,1
2424,PD,652,2,4.5,1
2425,ST,652,2,4.5,1
2426,PC,652,2,4.5,1
2427,ST,652,2,4.5,1
2428,ST,652,2,4.5,1
2429,ST,652,2,4.5,1
2430,ST,652,2,4.5,1
2431,PD,652,2,4.5,1
2432,ST,652,2,4.5,1
2433,PC,652,2,4.5,1
2434,ST,652,2,4.5,1
2435,ST,652,2,4.5,1
2436,ST,652,2,4.5,1
2437,ST,652,2,4.5,1
2438,PC,652,2,4.5,1
2439,PD,652,2,4.5,1
2440,ST,652,2,4.5,1
2441,PD,652,2,4.5,1
2442,ST,652,2,4.5,1
2443,ST,652,2,4.5,1
2444,PC,652,2,4.5,1
2445,ST,652,2,4.5,1
2446,ST,652,2,4.5,1
2447,ST,652,2,4.5,1
2448,ST,652,2,4.5,1
2449,PC,652,2,4.5,1
2450,PC,652,2,4.5,1
2451,ST,652,2,4.5,1
2452,PD,652,2,4.5,1
2453,ST,652,2,4.5,1
2454,ST,652,2,4.5,1
2455,ST,652,2,4.5,1
2456,ST,652,2,4.5,1
2457,PD,652,2,4.5,1
2458,ST,652,2,4.5,1
2459,PC,652,2,4.5,1
2460,PD,652,2,4.5,1
2461,ST,652,2,4.5,1
2462,ST,652,2,4.5,1
2463,ST,652,2,4.5,1
2464,ST,652,2,4.5,1
2465,ST,652,2,4.5,1
2466,ST,652,2,4.5,1
2467,ST,652,2,4.5,1
2468,ST,652,2,4.5,1
2469,ST,652,2,4.5,1
2470,PC,652,2,4.5,1
2471,ST,652,2,4.5,1
2472,PC,652,2,4.5,1
2473,PC,652,2,4.5,1
2474,PD,652,2,4.5,1
2475,ST,652,2,4.5,1
2476,ST,652,2,4.5,1
2477,ST,652,2,4.5,1
2478,PD,652,2,4.5,1
2479,PC,652,2,4.5,1
2480,PD,652,2,4.5,1
2481,PC,652,2,4.5,1
2482,ST,652,2,4.5,1
2483,ST,652,2,4.5,1
2484,ST,652,2,4.5,1
2485,PD,652,2,4.5,1
2486,PC,652,2,4.5,1
2487,PC,652,2,4.5,1
2488,ST,652,2,4.5,1
2489,PD,652,2,4.5,1
2490,PC,652,2,4.5,1
2491,PD,652,2,4.5,1
2492,PC,652,2,4.5,1
2493,PD,652,2,4.5,1
2494,ST,652,2,4.5,1
2495,ST,652,2,4.5,1
2496,ST,652,2,4.5,1
2497,ST,652,2,4.5,1
2498,ST,652,2,4.5,1
2499,ST,652,2,4.5,1
2500,PD,652,2,4.5,1
2501,ST,652,2,4.5,1
2502,ST,652,2,4.5,1
2503,PC,652,2,4.5,1
2504,PD,652,2,4.5,1
2505,PC,652,2,4.5,1
2506,PD,652,2,4.5,1
2507,PC,652,2,4.5,1
2508,PD,652,2,4.5,1
2509,ST,652,2,4.5,1
2510,ST,652,2,4.5,1
2511,ST,652,2,4.5,1
2512,ST,652,2,4.5,1
2513,ST,652,2,4.5,1
2514,PC,652,2,4.5,1
2515,PD,652,2,4.5,1
2516,PC,652,2,4.5,1
2517,ST,652,2,4.5,1
2518,ST,652,2,4.5,1
2519,PD,652,2,4.5,1
2520,ST,652,2,4.5,1
2521,ST,652,2,4.5,1
2522,PD,652,2,4.5,1
2523,ST,652,2,4.5,1
2524,ST,652,2,4.5,1
2525,ST,652,2,4.5,1
2526,PC,652,2,4.5,1
2527,ST,652,2,4.5,1
2528,PD,652,2,4.5,1
2529,PD,652,2,4.5,1
2530,ST,652,2,4.5,1
2531,ST,652,2,4.5,1
2532,ST,652,2,4.5,1
2533,PD,652,2,4.5,1
2534,ST,652,2,4.5,1
2535,PC,652,2,4.5,1
2536,PD,652,2,4.5,1
2537,PD,652,2,4.5,1
2538,PD,652,2,4.5,1
2539,ST,652,2,4.5,1
2540,ST,652,2,4.5,1
2541,PD,652,2,4.5,1
2542,ST,652,2,4.5,1
2543,PC,652,2,4.5,1
2544,ST,652,2,4.5,1
2545,ST,652,2,4.5,1
2546,ST,652,2,4.5,1
2547,PD,652,2,4.5,1
2548,ST,652,2,4.5,1
2549,PD,652,2,4.5,1
2550,PC,652,2,4.5,1
2551,ST,652,2,4.5,1
2552,PC,652,2,4.5,1
2553,ST,652,2,4.5,1
2554,ST,652,2,4.5,1
2555,ST,652,2,4.5,1
2556,PD,652,2,4.5,1
2557,PD,652,2,4.5,1
2558,PC,652,2,4.5,1
2559,ST,652,2,4.5,1
2560,ST,652,2,4.5,1
2561,PD,652,2,4.5,1
2562,PC,652,2,4.5,1
2563,ST,652,2,4.5,1
2564,ST,652,2,4.5,1
2565,PD,652,2,4.5,1
2566,ST,652,2,4.5,1
2567,PD,652,2,4.5,1
2568,PC,652,2,4.5,1
2569,PD,652,2,4.5,1
2570,PD,652,2,4.5,1
2571,ST,652,2,4.5,1
2572,ST,652,2,4.5,1
2573,PD,652,2,4.5,1
2574,PC,652,2,4.5,1
2575,ST,652,2,4.5,1
2576,PD,652,2,4.5,1
2577,ST,652,2,4.5,1
2578,ST,652,2,4.5,1
2579,PD,652,2,4.5,1
2580,ST,652,2,4.5,1
2581,ST,652,2,4.5,1
2582,PD,652,2,4.5,1
2583,ST,652,2,4.5,1
2584,PD,652,2,4.5,1
2585,PD,652,2,4.5,1
2586,PD,652,2,4.5,1
2587,PD,652,2,4.5,1
2588,PD,652,2,4.5,1
2589,ST,652,2,4.5,1
2590,PC,652,2,4.5,1
2591,PD,652,2,4.5,1
2592,PD,652,2,4.5,1
2593,ST,652,2,4.5,1
2594,ST,652,2,4.5,1
2595,PD,652,2,4.5,1
2596,PC,652,2,4.5,1
2597,PC,652,2,4.5,1
2598,ST,662,2,1,0
2599,ST,662,2,1,0
2600,PD,662,2,1,0
2601,PC,662,2,1,0
2602,PC,662,2,1,0
2603,PD,662,2,1,0
2604,PC,662,2,1,0
2605,ST,662,2,1,0
2606,ST,662,2,1,0
2607,ST,662,2,1,0
2608,ST,662,2,1,0
2609,PC,662,2,1,0
2610,PC,662,2,1,0
2611,PC,662,2,1,0
2612,PD,662,2,1,0
2613,PD,662,2,1,0
2614,ST,662,2,1,0
2615,ST,662,2,1,0
2616,ST,662,2,1,0
2617,PD,662,2,1,0
2618,ST,662,2,1,0
2619,ST,662,2,1,0
2620,ST,662,2,1,0
2621,ST,662,2,1,0
2622,ST,662,2,1,0
2623,ST,662,2,1,0
2624,ST,662,2,1,0
2625,ST,662,2,1,0
2626,PC,662,2,1,0
2627,PC,662,2,1,0
2628,PD,662,2,1,0
2629,PD,662,2,1,0
2630,PD,662,2,1,0
2631,PC,662,2,1,0
2632,PD,662,2,1,0
2633,PC,662,2,1,0
2634,PD,662,2,1,0
2635,ST,662,2,1,0
2636,ST,662,2,1,0
2637,PC,662,2,1,0
2638,PC,662,2,1,0
2639,PC,662,2,1,0
2640,PC,662,2,1,0
2641,ST,662,2,1,0
2642,PC,662,2,1,0
2643,ST,662,2,1,0
2644,ST,662,2,1,0
2645,PD,662,2,1,0
2646,ST,662,2,1,0
2647,ST,662,2,1,0
2648,PC,662,2,1,0
2649,PC,662,2,1,0
2650,PC,662,2,1,0
2651,PD,662,2,1,0
2652,ST,662,2,1,0
2653,ST,662,2,1,0
2654,ST,662,2,1,0
2655,PC,662,2,1,0
2656,PD,662,2,1,0
2657,PD,662,2,1,0
2658,PC,662,2,1,0
2659,PD,662,2,1,0
2660,PC,662,2,1,0
2661,ST,662,2,1,0
2662,ST,662,2,1,0
2663,ST,662,2,1,0
2664,ST,662,2,1,0
2665,ST,662,2,1,0
2666,PD,662,2,1,0
2667,PC,662,2,1,0
2668,ST,662,2,1,0
2669,ST,662,2,1,0
2670,PC,662,2,1,0
2671,PC,662,2,1,0
2672,PD,662,2,1,0
2673,ST,662,2,1,0
2674,ST,662,2,1,0
2675,PD,662,2,1,0
2676,ST,662,2,1,0
2677,ST,662,2,1,0
2678,ST,662,2,1,0
2679,ST,662,2,1,0
2680,ST,662,2,1,0
2681,ST,662,2,1,0
2682,ST,662,2,1,0
2683,ST,662,2,1,0
2684,ST,662,2,1,0
2685,ST,662,2,1,0
2686,ST,662,2,1,0
2687,PC,662,2,1,0
2688,PD,662,2,1,0
2689,PC,662,2,1,0
2690,PD,662,2,1,0
2691,PD,662,2,1,0
2692,PD,662,2,1,0
2693,PD,662,2,1,0
2694,PD,662,2,1,0
2695,ST,662,2,1,0
2696,ST,662,2,1,0
2697,ST,662,2,1,0
2698,ST,662,2,1,0
2699,ST,662,2,1,0
2700,ST,662,2,1,0
2701,ST,662,2,1,0
2702,PD,662,2,1,0
2703,PD,662,2,1,0
2704,ST,662,2,1,0
2705,ST,662,2,1,0
2706,ST,662,2,1,0
2707,ST,662,2,1,0
2708,ST,662,2,1,0
2709,ST,662,2,1,0
2710,ST,662,2,1,0
2711,PC,662,2,1,0
2712,PD,662,2,1,0
2713,PD,662,2,1,0
2714,PD,662,2,1,0
2715,ST,662,2,1,0
2716,ST,662,2,1,0
2717,ST,662,2,1,0
2718,ST,662,2,1,0
2719,ST,662,2,1,0
2720,PD,662,2,1,0
2721,PC,662,2,1,0
2722,PC,662,2,1,0
2723,ST,662,2,1,0
2724,PC,662,2,1,0
2725,ST,662,2,1,0
2726,ST,662,2,1,0
2727,ST,662,2,1,0
2728,ST,662,2,1,0
2729,PD,662,2,1,0
2730,ST,662,2,1,0
2731,PD,662,2,1,0
2732,PD,662,2,1,0
2733,ST,662,2,1,0
2734,ST,662,2,1,0
2735,ST,662,2,1,0
2736,ST,662,2,1,0
2737,PD,662,2,1,0
2738,ST,662,2,1,0
2739,PD,662,2,1,0
2740,ST,662,2,1,0
2741,ST,662,2,1,0
2742,ST,662,2,1,0
2743,PD,662,2,1,0
2744,PC,662,2,1,0
2745,PD,662,2,1,0
2746,PD,662,2,1,0
2747,PC,702,1,5,1
2748,PD,702,1,5,1
2749,ST,702,1,5,1
2750,PD,702,1,5,1
2751,ST,702,1,5,1
2752,PC,702,1,5,1
2753,ST,702,1,5,1
2754,ST,702,1,5,1
2755,PD,702,1,5,1
2756,ST,702,1,5,1
2757,PC,702,1,5,1
2758,ST,702,1,5,1
2759,ST,702,1,5,1
2760,ST,702,1,5,1
2761,ST,702,1,5,1
2762,PC,702,1,5,1
2763,PC,702,1,5,1
2764,ST,702,1,5,1
2765,ST,702,1,5,1
2766,ST,702,1,5,1
2767,PD,702,1,5,1
2768,ST,702,1,5,1
2769,PD,702,1,5,1
2770,PC,702,1,5,1
2771,ST,702,1,5,1
2772,ST,702,1,5,1
2773,PC,702,1,5,1
2774,PD,702,1,5,1
2775,PC,702,1,5,1
2776,PD,702,1,5,1
2777,PC,702,1,5,1
2778,PD,702,1,5,1
2779,PC,702,1,5,1
2780,PD,702,1,5,1
2781,PD,702,1,5,1
2782,PC,702,1,5,1
2783,PD,702,1,5,1
2784,ST,702,1,5,1
2785,ST,702,1,5,1
2786,ST,702,1,5,1
2787,ST,702,1,5,1
2788,ST,702,1,5,1
2789,ST,702,1,5,1
2790,PC,702,1,5,1
2791,ST,702,1,5,1
2792,PC,702,1,5,1
2793,ST,702,1,5,1
2794,PD,702,1,5,1
2795,ST,702,1,5,1
2796,PC,702,1,5,1
2797,PD,702,1,5,1
2798,PC,702,1,5,1
2799,ST,702,1,5,1
2800,PC,702,1,5,1
2801,PD,702,1,5,1
2802,ST,702,1,5,1
2803,ST,702,1,5,1
2804,PC,702,1,5,1
2805,ST,702,1,5,1
2806,ST,702,1,5,1
2807,PD,702,1,5,1
2808,ST,702,1,5,1
2809,PD,702,1,5,1
2810,PD,702,1,5,1
2811,ST,702,1,5,1
2812,ST,702,1,5,1
2813,PD,702,1,5,1
2814,ST,702,1,5,1
2815,ST,702,1,5,1
2816,PD,702,1,5,1
2817,ST,702,1,5,1
2818,ST,702,1,5,1
2819,ST,702,1,5,1
2820,ST,702,1,5,1
2821,ST,702,1,5,1
2822,ST,702,1,5,1
2823,ST,702,1,5,1
2824,ST,702,1,5,1
2825,ST,702,1,5,1
2826,PD,702,1,5,1
2827,ST,702,1,5,1
2828,PD,702,1,5,1
2829,PD,702,1,5,1
2830,ST,702,1,5,1
2831,ST,702,1,5,1
2832,PD,702,1,5,1
2833,ST,702,1,5,1
2834,PD,702,1,5,1
2835,ST,702,1,5,1
2836,ST,702,1,5,1
2837,ST,702,1,5,1
2838,ST,702,1,5,1
2839,ST,702,1,5,1
2840,PD,702,1,5,1
2841,ST,702,1,5,1
2842,ST,702,1,5,1
2843,ST,702,1,5,1
2844,ST,702,1,5,1
2845,PD,702,1,5,1
2846,ST,702,1,5,1
2847,PD,702,1,5,1
2848,PD,702,1,5,1
2849,ST,702,1,5,1
2850,ST,702,1,5,1
2851,PD,702,1,5,1
2852,ST,702,1,5,1
2853,ST,702,1,5,1
2854,PD,702,1,5,1
2855,ST,702,1,5,1
2856,ST,702,1,5,1
2857,ST,702,1,5,1
2858,ST,702,1,5,1
2859,ST,702,1,5,1
2860,ST,702,1,5,1
2861,ST,702,1,5,1
2862,ST,702,1,5,1
2863,PD,702,1,5,1
2864,PD,702,1,5,1
2865,ST,702,1,5,1
2866,ST,702,1,5,1
2867,ST,702,1,5,1
2868,ST,702,1,5,1
2869,ST,702,1,5,1
2870,ST,702,1,5,1
2871,ST,702,1,5,1
2872,ST,702,1,5,1
2873,ST,702,1,5,1
2874,PD,702,1,5,1
2875,ST,702,1,5,1
2876,ST,702,1,5,1
2877,ST,702,1,5,1
2878,ST,702,1,5,1
2879,ST,712,2,5,1
2880,ST,712,2,5,1
2881,PD,712,2,5,1
2882,PC,712,2,5,1
2883,PC,712,2,5,1
2884,PD,712,2,5,1
2885,PC,712,2,5,1
2886,PC,712,2,5,1
2887,PD,712,2,5,1
2888,PC,712,2,5,1
2889,PD,712,2,5,1
2890,ST,712,2,5,1
2891,PC,712,2,5,1
2892,PC,712,2,5,1
2893,PC,712,2,5,1
2894,PC,712,2,5,1
2895,PD,712,2,5,1
2896,PC,712,2,5,1
2897,PC,712,2,5,1
2898,PC,712,2,5,1
2899,ST,712,2,5,1
2900,PC,712,2,5,1
2901,PC,712,2,5,1
2902,PC,712,2,5,1
2903,PC,712,2,5,1
2904,PC,712,2,5,1
2905,PD,712,2,5,1
2906,PD,712,2,5,1
2907,PC,712,2,5,1
2908,PC,712,2,5,1
2909,PC,712,2,5,1
2910,PC,712,2,5,1
2911,PD,712,2,5,1
2912,PC,712,2,5,1
2913,ST,712,2,5,1
2914,ST,712,2,5,1
2915,ST,712,2,5,1
2916,PC,712,2,5,1
2917,ST,712,2,5,1
2918,ST,712,2,5,1
2919,ST,712,2,5,1
2920,ST,712,2,5,1
2921,ST,712,2,5,1
2922,PD,712,2,5,1
2923,ST,712,2,5,1
2924,PC,712,2,5,1
2925,ST,712,2,5,1
2926,PD,712,2,5,1
2927,PD,712,2,5,1
2928,PC,712,2,5,1
2929,ST,712,2,5,1
2930,PD,712,2,5,1
2931,PC,712,2,5,1
2932,PD,712,2,5,1
2933,ST,712,2,5,1
2934,ST,712,2,5,1
2935,PC,712,2,5,1
2936,PD,712,2,5,1
2937,PC,712,2,5,1
2938,ST,712,2,5,1
2939,ST,712,2,5,1
2940,PD,712,2,5,1
2941,PC,712,2,5,1
2942,ST,712,2,5,1
2943,ST,712,2,5,1
2944,PD,712,2,5,1
2945,ST,712,2,5,1
2946,ST,712,2,5,1
2947,PC,712,2,5,1
2948,PC,712,2,5,1
2949,PD,712,2,5,1
2950,ST,712,2,5,1
2951,ST,712,2,5,1
2952,PD,712,2,5,1
2953,PC,712,2,5,1
2954,ST,712,2,5,1
2955,ST,712,2,5,1
2956,PD,712,2,5,1
2957,PD,712,2,5,1
2958,PC,712,2,5,1
2959,PC,712,2,5,1
2960,PC,712,2,5,1
2961,PC,712,2,5,1
2962,PD,712,2,5,1
2963,PD,712,2,5,1
2964,PD,712,2,5,1
2965,PC,712,2,5,1
2966,PC,712,2,5,1
2967,PC,712,2,5,1
2968,PC,712,2,5,1
2969,ST,712,2,5,1
2970,PD,712,2,5,1
2971,ST,712,2,5,1
2972,PC,712,2,5,1
2973,PC,712,2,5,1
2974,PD,712,2,5,1
2975,PC,712,2,5,1
2976,PD,712,2,5,1
2977,PD,712,2,5,1
2978,PC,712,2,5,1
2979,ST,712,2,5,1
2980,ST,712,2,5,1
2981,ST,712,2,5,1
2982,PC,712,2,5,1
2983,ST,712,2,5,1
2984,PD,712,2,5,1
2985,ST,712,2,5,1
2986,ST,712,2,5,1
2987,PC,712,2,5,1
2988,PD,712,2,5,1
2989,PD,712,2,5,1
2990,ST,712,2,5,1
2991,PC,712,2,5,1
2992,PC,712,2,5,1
2993,ST,712,2,5,1
2994,ST,712,2,5,1
2995,ST,712,2,5,1
2996,ST,712,2,5,1
2997,PD,712,2,5,1
2998,PD,712,2,5,1
2999,PC,712,2,5,1
3000,PD,712,2,5,1
3001,PC,712,2,5,1
3002,ST,712,2,5,1
3003,ST,712,2,5,1
3004,PD,712,2,5,1
3005,PC,712,2,5,1
3006,PC,712,2,5,1
3007,PC,712,2,5,1
3008,PC,712,2,5,1
3009,PC,712,2,5,1
3010,PD,712,2,5,1
3011,ST,712,2,5,1
3012,PC,712,2,5,1
3013,PC,712,2,5,1
3014,PD,712,2,5,1
